Year,Age3to7Pcodabun,PCod_RA2,PCod_RA3,FHS_TBM,EBS_mean_NBT,EBS_Std_Error,EBS_NBT_3yr_min,EBS_NBT_RA3_final_year,EBS_NBT_RA3_midyear,EBS_NBT_RA2,E166_mean_NBT,E166_Std_Error,E166_NBT_RA3_final_year,E166_NBT_RA3_midyear,E166_NBT_RA2,W166_mean_NBT,W166_Std_Error,W166_NBT_RA3_final_year,W166_NBT_RA3_midyear,W166_NBT_RA2,AO_jfm,AO_RA2,AO_RA3,SE.wind.May.Sep,NW.wind.May.Sep,PDO_jja,PDO_djf,PDO_RA2,PDO_RA3,D.90.May,D.90.June,D.90.July,D.90.May.June,D.90.JJ,D.90.MJ,D.75.May,D.75.June,D.75.July,D.75.May.June,D.75.JJ,D.75.MJ,D.60.May,D.60.June,D.60.July,D.60.May.June,D.60.JJ,D.60.MJ,D.45.May,D.45.June,D.45.July,D.45.May.June,D.45.JJ,D.45.MJ,D.30.May,D.30.June,D.30.July,D.30.May.June,D.30.JJ,D.30.MJ,D.15.May,D.15.June,D.15.July,D.15.May.June,D.15.JJ,D.15.MJ,D.0.May,D.0.June,D.0.July,D.0.May.June,D.0.JJ,D.0.MJ,D.neg.15.May,D.neg.15.June,D.neg.15.July,D.neg.15.May.June,D.neg.15.JJ,D.neg.15.MJ,D.neg.30.May,D.neg.30.June,D.neg.30.July,D.neg.30.May.June,D.neg.30.JJ,D.neg.30.MJ,D.neg.45.May,D.neg.45.June,D.neg.45.July,D.neg.45.May.June,D.neg.45.JJ,D.neg.45.MJ,D.neg.60.May,D.neg.60.June,D.neg.60.July,D.neg.60.May.June,D.neg.60.JJ,D.neg.60.MJ,D.neg.75.May,D.neg.75.June,D.neg.75.July,D.neg.75.May.June,D.neg.75.JJ,D.neg.75.MJ,D.neg.90.May,D.neg.90.June,D.neg.90.July,D.neg.90.May.June,D.neg.90.JJ,D.neg.90.MJ,April.sst,May.sst,June.sst,July.sst,April.May.sst,May.June.sst,June.July.sst,April.July.sst,May.July.sst,April.anom,May.anom,June.anom,July.anom,April.May.anom,May.June.anom,June.July.anom,April.July.anom,May.July.anom
2001,342999,363677.5,387064,503943,2.451388889,0.074196371,0.859681698,1.826843349,2.568227988,2.310424174,3.305084746,0.081736969,2.345455419,3.265812562,2.987468844,2.035123967,0.091782997,1.551420925,2.211932421,1.956878223,-1.090333333,-0.228666667,-0.252222222,0.235268817,0.091827957,-1.703333333,0.156666667,-0.821666667,-0.873333333,-3.670349493,0.04458532,1.507376954,-1.247565919,0.532182531,-0.570120951,-3.148897428,0.356119038,2.13525306,-0.863017124,0.949163712,-0.12573757,-2.412853206,0.643383833,2.617615199,-0.419655137,1.301460955,0.327214618,-1.512377027,0.886803083,2.921591189,0.052305653,1.565065785,0.75786767,-0.508834852,1.069788168,3.026465566,0.5207019,1.722013967,1.136873294,0.529383578,1.179868957,2.925091317,0.953613173,1.761609744,1.438402881,1.531525391,1.209543627,2.624376929,1.321537284,1.681154728,1.641907688,2.429296279,1.156789898,2.14481559,1.599400813,1.486131795,1.733519201,3.161514641,1.025202848,1.519088613,1.76826782,1.189831436,1.706994244,3.678281005,0.823749919,0.789838257,1.816630297,0.812446032,1.564140451,3.944378597,0.566159794,0.006761729,1.741192421,0.379693772,1.314693071,3.941673306,0.269986815,-0.776775599,1.54709516,-0.07893399,0.97565153,3.670349493,-0.04458532,-1.507376954,1.247565919,-0.532182531,0.570120951,3.141481488,3.962592655,6.090370372,8.696296286,3.552037071,5.026481514,7.393333329,5.4726852,6.249753104,1.181538469,0.584691416,0.146894587,-0.002003817,0.883114943,0.365793002,0.072445385,0.477780164,0.243194062
2002,438619,390809,388658,548401,3.083835616,0.071309267,2.169459459,2.568227988,3.072958577,2.767612253,3.8225,0.087347005,3.265812562,3.811715924,3.563792373,2.722040816,0.088583985,2.211932421,2.713812992,2.378582392,1.194,0.051833334,0.245555556,0.176989247,0.143655914,-0.593333333,-1.016666667,-0.43,-0.886666667,-1.796090841,-5.82145551,-4.256247203,-4.421328669,-5.299719408,-4.380734866,-1.687675506,-4.824798459,-3.317182975,-3.733625258,-4.322259964,-3.631221418,-1.464247874,-3.499339365,-2.152058209,-2.791481455,-3.050245646,-2.634246231,-1.14103417,-1.935406077,-0.840274233,-1.659102805,-1.570362129,-1.457751517,-0.740060872,-0.239578063,0.528773043,-0.41365904,0.016538973,-0.181913446,-0.288653649,1.4725768,1.86178531,0.859974905,1.60231297,1.106321726,0.182424843,3.084377988,3.067919985,2.075002981,3.078891987,2.3191629,0.641071384,4.485983913,4.064980984,3.148623033,4.345649603,3.373956956,1.056029969,5.581877448,4.785020245,4.007669629,5.31625838,4.19882142,1.399021857,6.297375259,5.178968285,4.593600163,5.924572934,4.737543144,1.646672718,6.583717353,5.219978195,4.866484436,6.129137634,4.953409131,1.782105554,6.42138999,4.905255217,4.807725838,5.916011732,4.831708472,1.796090841,5.82145551,4.256247203,4.421328669,5.299719408,4.380734866,2.127037044,4.196666656,6.76518518,9.815185194,3.16185185,5.480925918,8.290185187,5.726018518,6.92567901,0.167094025,0.818765417,0.821709394,1.116885091,0.492929721,0.820237406,0.969297243,0.731113482,0.919119968
2003,450210,444414.5,410609.3333,509156,3.683651226,0.068757611,2.451388889,3.072958577,3.331876306,3.383743421,4.307563025,0.096404229,3.811715924,4.088732493,4.065031513,3.384274194,0.084363254,2.713812992,2.965667756,3.053157505,0.196333333,0.695166667,0.1,0.183655914,0.176989247,0.193333333,1.416666667,0.2,0.185555556,-4.212497115,-3.77478838,-1.608746974,-3.927034896,-3.052774578,-3.356964096,-3.671530219,-4.146710087,-2.946591648,-3.981430133,-3.746670607,-3.726961653,-2.880354605,-4.236040354,-4.083630971,-3.764497485,-4.185237226,-3.842972932,-1.892887586,-4.036691472,-4.942377592,-3.291020555,-4.338586845,-3.697091957,-0.776423405,-3.562248737,-5.464309347,-2.593266013,-4.19626894,-3.299260275,0.392952747,-2.845044637,-5.613857451,-1.718784677,-3.767982242,-2.676589458,1.535549819,-1.933955447,-5.380830447,-0.727171006,-3.08291378,-1.871513492,2.573501709,-0.891070389,-4.78110874,0.313998167,-2.187749839,-0.938896974,3.43607371,0.212539643,-3.855562374,1.333768884,-1.143494363,0.05770382,4.064482966,1.30166545,-2.667265803,2.262645455,-0.021311634,1.050372195,4.415904425,2.302084907,-1.297199476,3.037326479,1.102323446,1.971459441,4.466389295,3.145621083,0.161268852,3.605018722,2.150837006,2.758194983,4.212497115,3.77478838,1.608746974,3.927034896,3.052774578,3.356964096,3.138518506,4.912222226,7.10333335,9.832222267,4.025370366,6.007777788,8.467777809,6.246574087,7.282592614,1.178575486,1.534320988,1.159857565,1.133922165,1.356448237,1.347089276,1.146889865,1.251669051,1.276033572
2004,340237,395223.5,409688.6667,604186,3.228142077,0.08477215,3.083835616,3.331876306,3.38996193,3.455896652,4.136134454,0.103793117,4.088732493,4.354761905,4.22184874,2.790688259,0.104486798,2.965667756,2.954495681,3.087481227,-0.967333333,-0.3855,0.141,0.190322581,0.228172043,0.056666667,-0.453333333,0.481666667,-0.017777778,-8.685543835,1.201669502,-0.507913589,-2.237361224,0.631808472,-1.812087215,-9.401512072,-0.711885328,-2.343211263,-3.734364196,-1.25566064,-3.392277409,-9.476782798,-2.57692635,-4.018822962,-4.976876419,-3.057558554,-4.741289503,-8.906226438,-4.2663541,-5.420558517,-5.880222739,-4.651088906,-5.767190553,-7.728725464,-5.665036868,-6.452891967,-6.382841597,-5.927655234,-6.400067098,-6.024524622,-6.677656736,-7.045471493,-6.450480348,-6.800261655,-6.596789646,-3.909762383,-7.235205332,-7.15791378,-6.078529524,-7.209441482,-6.343951882,-1.528556298,-7.299686642,-6.782556072,-5.292336957,-7.127309786,-5.658784281,0.956818372,-6.866706371,-5.944978377,-4.145480373,-6.559463706,-4.587979882,3.376987451,-5.965771408,-4.70226023,-2.716116153,-5.544601015,-3.204512237,5.567020416,-4.658278982,-3.139090819,-1.101653105,-4.151882928,-1.602662379,7.377670139,-3.033332542,-1.361997556,0.587885782,-2.47622088,0.108406273,8.685543835,-1.201669502,0.507913589,2.237361224,-0.631808472,1.812087215,2.009629617,3.866296296,6.784074095,10.0907408,2.937962956,5.325185195,8.437407449,5.687685203,6.913703732,0.049686598,0.488395057,0.840598309,1.392440702,0.269040828,0.664496683,1.116519506,0.692780167,0.90714469
2005,306352,323294.5,365599.6667,605350,3.258092486,0.092510087,3.228142077,3.38996193,2.780244854,3.243117282,4.620588235,0.092026709,4.354761905,3.898045885,4.378361345,2.68852459,0.10597,2.954495681,2.234836431,2.739606425,-0.754666667,-0.861,-0.508555556,0.208602151,0.143870968,0.18,-0.266666667,-0.36,0.232222222,2.630862474,1.818128045,3.217086029,2.100818282,2.284447373,2.375310351,0.419913765,2.264918761,1.067541725,1.623177892,1.865793082,1.486546048,-1.819651374,2.557359005,-1.154753784,1.034920612,1.319988076,0.496476089,-3.935210279,2.67551946,-3.29835473,0.376135203,0.684228063,-0.527427895,-5.782591106,2.611347685,-5.217178252,-0.308283199,0.001839039,-1.51538854,-7.235897906,2.36921688,-6.780459699,-0.971692611,-0.680675313,-2.40007796,-8.196090221,1.965627861,-7.881664022,-1.568882776,-1.316802767,-3.121206033,-8.597732533,1.428084551,-8.445745967,-2.059156174,-1.863192288,-3.629629074,-8.413453581,0.793219639,-8.434264282,-2.409101481,-2.282608334,-3.890698891,-7.655811671,0.10429812,-7.848001424,-2.594870503,-2.546468395,-3.886624008,-6.376438847,-0.591731144,-6.726910238,-2.603803389,-2.636790842,-3.617682122,-4.662522254,-1.247434909,-5.147391237,-2.435291377,-2.547420351,-3.102201178,-2.630862474,-1.818128045,-3.217086029,-2.100818282,-2.284447373,-2.375310351,2.4837037,3.969259297,6.471111103,9.989629604,3.226481498,5.2201852,8.230370354,5.728425926,6.810000002,0.52376068,0.591358059,0.527635318,1.291329502,0.55755937,0.559496689,0.90948241,0.73352089,0.80344096
2006,273328,289840,306639,621390,1.8545,0.092567523,1.8545,2.780244854,2.275696267,2.556296243,2.937414966,0.105249462,3.898045885,3.412097558,3.779001601,1.225296443,0.115957898,2.234836431,1.684607011,1.956910517,-0.642,-0.698333334,-0.788,0.295483871,0.091182796,-0.083333333,0.273333333,0.003333333,-0.148888889,-0.692184567,6.018336423,7.944169617,3.684242166,6.660280821,4.731765309,-0.576596112,6.322008509,6.947168413,3.162072312,5.75307534,4.092833648,-0.421713584,6.194846162,5.476729162,2.424412455,4.453807283,3.174982137,-0.238091973,5.645515286,3.63305987,1.521532896,2.851019619,2.040760841,-0.038244787,4.711451874,1.541803552,0.514963385,1.05393968,0.767465065,0.164208718,3.456310802,-0.654524131,-0.52670003,-0.814964507,-0.558132186,0.355471671,1.965627861,-2.806247075,-1.532469708,-2.62833021,-1.845693651,0.522509816,0.34099063,-4.766728919,-2.433804108,-4.262579552,-3.007474144,0.653939781,-1.30688455,-6.402366065,-3.16927878,-5.606341142,-3.964300244,0.74080483,-2.865697707,-7.601692544,-3.688772341,-6.568039848,-4.650965834,0.777185255,-4.229218301,-8.282976238,-3.956882163,-7.082137492,-5.020675788,0.760601789,-5.304524656,-8.39978879,-3.955337005,-7.11359917,-5.048234984,0.692184567,-6.018336423,-7.944169617,-3.684242166,-6.660280821,-4.731765309,1.430000002,2.91296298,6.128888881,9.024074131,2.171481491,4.52092593,7.576481506,4.873981498,6.02197533,-0.529943017,-0.464938259,0.185413096,0.325774028,-0.497440638,-0.139762581,0.255593562,-0.120923538,0.015416288
2007,231072,252200,270250.6667,552114,1.714496314,0.090219084,1.714496314,2.275696267,1.619632597,1.784498157,2.678289474,0.130513363,3.412097558,2.572342981,2.80785222,1.14,0.106066709,1.684607011,1.058236069,1.182648222,0.633333333,-0.004333333,-0.254444445,0.260860215,0.170107527,0.15,-0.606666667,-0.166666667,-0.2,3.885159373,1.581253211,1.67041982,2.382611876,1.610975414,2.207482682,0.819932119,-0.088411556,0.511796043,0.22753407,0.111657644,0.297434555,-2.301172155,-1.75205122,-0.681705789,-1.943049806,-1.39526941,-1.632883245,-5.265455349,-3.29629149,-1.828750498,-3.98121805,-2.807111159,-3.45192275,-7.870906463,-4.615894942,-2.851168883,-5.748072862,-4.027652922,-5.035719425,-9.939968308,-5.620932782,-3.67928482,-7.123206008,-4.973716794,-6.276340142,-11.33163774,-6.242913342,-4.256663577,-8.012904437,-5.580830087,-7.089238651,-11.95107479,-6.439449674,-4.543957745,-8.35653667,-5.807619031,-7.419017262,-11.75606584,-6.197148153,-4.521588703,-8.130684738,-5.638628336,-7.243202107,-10.75990043,-5.532521226,-4.191080863,-7.350740079,-5.085374438,-6.573774698,-9.030465585,-4.490862121,-3.574957788,-6.06985463,-4.185560677,-5.456355407,-6.685619437,-3.143158184,-2.715207247,-4.37531862,-3.000507872,-3.967094512,-3.885159373,-1.581253211,-1.67041982,-2.382611876,-1.610975414,-2.207482682,1.070370369,2.407407414,5.210740734,8.792592702,1.738888891,3.809074074,7.001666718,4.370277805,5.47024695,-0.889572651,-0.970493824,-0.732735051,0.094292599,-0.930033237,-0.851614438,-0.319221226,-0.624627232,-0.536312092
2008,232569,231820.5,245656.3333,535359,1.289901478,0.07806533,1.289901478,1.619632597,1.486150615,1.502198896,2.101324503,0.104895561,2.572342981,2.389695887,2.389806989,0.809411765,0.095809804,1.058236069,0.948627451,0.974705883,0.781,0.707166667,0.257444444,0.254623656,0.098064516,-1.886666667,-1.276666667,-0.941666667,-0.536666667,-6.055074811,-5.569371859,-1.74708004,-5.738312016,-4.295274586,-4.75686153,-8.543705574,-6.521260919,-3.387558647,-7.224719929,-5.476693495,-6.28115568,-10.45009692,-7.028736824,-4.79718073,-8.218775119,-6.284884792,-7.377399449,-11.64433143,-7.05721593,-5.879882874,-8.652734366,-6.664771578,-7.970885638,-12.045024,-6.604757433,-6.561880717,-8.497024065,-6.590465194,-8.021169143,-11.62486809,-5.702195631,-6.796697233,-7.762255616,-6.067029499,-7.524823227,-10.41249663,-4.411038621,-6.568330065,-6.498502275,-5.130135769,-6.515673043,-8.490530727,-2.819276619,-5.892342058,-4.791886743,-3.843631765,-5.062490509,-5.98994919,-1.035385573,-4.814800677,-2.758712049,-2.295190608,-3.264307613,-3.081162514,0.819065287,-3.409138587,-0.537535687,-0.590336004,-1.243667548,0.037600295,2.617698203,-1.771149336,1.720272843,1.154749023,0.861726406,3.153800706,4.237939311,-0.012459184,3.860847622,2.821139813,2.908395129,6.055074811,5.569371859,1.74708004,5.738312016,4.295274586,4.75686153,1.070370369,2.407407414,5.210740734,8.792592702,1.738888891,3.809074074,7.001666718,4.370277805,5.47024695,-0.889572651,-0.970493824,-0.732735051,0.094292599,-0.930033237,-0.851614438,-0.319221226,-0.624627232,-0.536312092
2009,433764,333166.5,299135,412163,1.454054054,0.095323115,1.289901478,1.486150615,1.424643448,1.371977766,2.389473684,0.15464561,2.389695887,2.306087659,2.245399094,0.896470588,0.106908703,0.948627451,0.912026144,0.852941177,0.083,0.432,0.499111111,0.190107527,0.175913978,-0.643333333,-1.633333333,-1.455,-1.172222222,3.908987343,1.935628382,-1.388330015,2.622014108,0.82764225,1.635863914,4.436488859,1.537738765,-1.569107327,2.545999667,0.502123401,1.534088111,4.66165099,1.035054791,-1.642952567,2.296479556,0.142385672,1.327766739,4.56912931,0.461833545,-1.604833306,1.890458159,-0.227055405,1.030960258,4.165229019,-0.142860895,-1.457347307,1.355605162,-0.581023032,0.663895539,3.477475253,-0.737819601,-1.210545497,0.728369914,-0.895394899,0.251587436,2.552737296,-1.28249712,-0.881247012,0.051497459,-1.148747084,-0.177865935,1.45403451,-1.73977458,-0.491892999,-0.628884462,-1.323814053,-0.595198036,0.256241676,-2.078489277,-0.069017292,-1.266408946,-1.408665282,-0.971968375,-0.959013606,-2.275558365,0.35856183,-1.817629753,-1.3975183,-1.282500675,-2.108913695,-2.317551911,0.761705556,-2.244982097,-1.291132756,-1.505632674,-3.1150948,-2.201608125,1.112940306,-2.51934262,-1.096758648,-1.626158294,-3.908987343,-1.935628382,1.388330015,-2.622014108,-0.82764225,-1.635863914,1.131851861,2.520740745,5.115185155,8.197037043,1.826296303,3.81796295,6.656111099,4.241203701,5.277654314,-0.828091158,-0.857160493,-0.82829063,-0.501263059,-0.842625826,-0.842725562,-0.664776845,-0.753701335,-0.728904728
2010,388977,411370.5,351770,488626,1.529974811,0.095751457,1.289901478,1.424643448,1.826153082,1.492014433,2.427464789,0.144896687,2.306087659,2.746122348,2.408469237,1.030196078,0.114080321,0.912026144,1.304052287,0.963333333,-2.430666667,-1.173833334,-0.522222222,0.091182796,0.209892473,-1.663333333,-0.07,-0.851666667,-0.993333333,-7.928122163,-3.18708051,-2.369996834,-4.836138476,-2.914719285,-4.229710204,-7.614604621,-3.913605447,-1.841375518,-5.200909508,-3.222862137,-4.374794592,-6.782164359,-4.37342464,-1.187267504,-5.211247151,-3.311372261,-4.221743959,-5.487530803,-4.535202171,-0.452249172,-4.866446912,-3.174217838,-3.780988451,-3.818931092,-4.387913168,0.313589195,-4.190006359,-2.820745714,-3.082564829,-1.890077537,-3.941595135,1.058056975,-3.228023797,-2.275044432,-2.174069509,0.167581677,-3.226663907,1.730419922,-2.046056747,-1.574302631,-1.117414944,2.213820478,-2.291840867,2.28485761,-0.724654312,-0.766274708,0.015389603,4.109191071,-1.200832658,2.683586028,0.646132117,0.093973571,1.147145374,5.724527084,-0.027989688,2.899432494,1.972885711,0.947817706,2.200725084,6.949746036,1.146760732,2.917687426,3.165190403,1.73706963,3.104329015,7.701351281,2.243361304,2.737106782,4.1417926,2.40794313,3.796378055,7.928122163,3.18708051,2.369996834,4.836138476,2.914719285,4.229710204,0.744814825,2.879999988,5.586666637,8.48037031,1.812407406,4.233333312,7.033518473,4.42296294,5.649012311,-1.215128194,-0.497901251,-0.356809148,-0.217929793,-0.856514722,-0.427355199,-0.287369471,-0.571942096,-0.357546731
2011,639399,514188,487380,576498,2.49443038,0.083112667,1.454054054,1.826153082,1.665533023,2.012202596,3.421428571,0.126887742,2.746122348,2.561949961,2.92444668,1.985490196,0.094251667,1.304052287,1.172682826,1.507843137,0.44,-0.995333334,-0.635888889,0.164516129,0.183655914,-1.916666667,-1.766666667,-0.918333334,-1.156666667,2.082424998,-4.514580504,4.932086627,-2.219969895,-1.365691461,-0.461267471,0.369079943,-3.869424262,6.234014916,-2.39516193,-0.501611203,-0.273233197,-1.369417301,-2.960573151,7.11110539,-2.407127638,0.396653029,-0.066578533,-3.014591019,-1.849963872,7.503585785,-2.255051576,1.267886013,0.144613349,-4.454325341,-0.613282613,7.384709208,-1.949297475,2.052714661,0.34595007,-5.590504752,0.665192843,6.762576902,-1.510701973,2.697654196,0.523710865,-6.345700502,1.898336506,5.679586156,-0.969154627,3.158753056,0.665781631,-6.668447251,3.002111673,4.209541,-0.361560996,3.404588115,0.762480478,-6.536750339,3.901297891,2.452622581,0.27067242,3.418406121,0.807217541,-5.959584694,4.534617105,0.528561986,0.884459957,3.199265399,0.796944063,-4.976283201,4.858909657,-1.431519234,1.437973011,2.762100027,0.732360164,-3.653856232,4.852075546,-3.294044785,1.89349058,2.136702102,0.617867129,-2.082424998,4.514580504,-4.932086627,2.219969895,1.365691461,0.461267471,1.091481471,2.649629637,4.914444447,8.284074059,1.870555554,3.782037042,6.599259253,4.234907403,5.282716048,-0.868461548,-0.728271601,-1.029031339,-0.414226043,-0.798366575,-0.87865147,-0.721628691,-0.759997633,-0.723842994
2012,448915,544157,492430.3333,374842,0.972193878,0.08813885,0.972193878,1.665533023,1.701230308,1.733312129,1.836956522,0.155328081,2.561949961,2.646406142,2.629192547,0.502362205,0.094615434,1.172682826,1.211244918,1.243926201,0.261233333,0.350616667,-0.576477778,0.280860215,0.064946237,-2.21,-1.866666667,-1.816666667,-1.234444445,3.938284516,-0.611247094,0.082086245,0.971198683,-0.380135981,0.752564477,2.430935067,-1.25757851,-0.639364211,0.025382734,-1.051507077,-0.138079629,0.757921411,-1.818208029,-1.317243053,-0.922163006,-1.651219703,-1.019313837,-0.966743338,-2.254929675,-1.905353958,-1.806864862,-2.138404436,-1.831083492,-2.625526125,-2.53798159,-2.363618139,-2.568431863,-2.479860439,-2.518067832,-4.105383646,-2.648074254,-2.66080565,-3.154964477,-2.652318052,-3.033450011,-5.305466056,-2.577705034,-2.776663653,-3.526491476,-2.644024573,-3.342107585,-6.143989722,-2.331669475,-2.703296617,-3.657693909,-2.455545189,-3.42300605,-6.563810641,-1.926734495,-2.445704384,-3.539630546,-2.099724458,-3.27063231,-6.536318713,-1.390495744,-2.021441439,-3.180347211,-1.600810975,-2.895370382,-6.063387466,-0.759497005,-1.4594206,-2.60432847,-0.99280487,-2.322793748,-5.177246384,-0.076739801,-0.797942659,-1.850829047,-0.317140754,-1.591922558,-3.938284516,0.611247094,-0.082086245,-0.971198683,0.380135981,-0.752564477,1.091481471,2.649629637,4.914444447,8.284074059,1.870555554,3.782037042,6.599259253,4.234907403,5.282716048,-0.868461548,-0.728271601,-1.029031339,-0.414226043,-0.798366575,-0.87865147,-0.721628691,-0.759997633,-0.723842994
2013,501772,475343.5,530028.6667,485486,1.637066667,0.095622355,0.972193878,1.701230308,1.875975737,1.304630273,2.680833333,0.140189427,2.646406142,3.023429952,2.258894928,1.145882353,0.111794297,1.211244918,1.315035768,0.824122279,-1.603333333,-0.67105,-0.3007,0.183010753,0.138064516,-1.36,-1.276666667,-1.571666667,-1.636666667,-3.417184234,-2.149163469,-4.645830154,-2.59021417,-2.981385697,-3.09569351,-3.340781687,-1.555543729,-5.42326521,-2.176496062,-2.844784223,-2.974881919,-3.036710389,-0.855916256,-5.831113705,-1.614453346,-2.514315405,-2.65133704,-2.525692297,-0.097959504,-5.841581436,-0.942388301,-2.012500148,-2.147107925,-1.842552448,0.666673027,-5.453955047,-0.206101051,-1.373536331,-1.496556952,-1.033845695,1.385872892,-4.694650634,0.544231644,-0.640968283,-0.744018096,-0.154684067,2.01062781,-3.615413539,1.257475853,0.135280694,0.059224363,0.735019025,2.498361766,-2.289791985,1.88502516,0.902310515,0.85843078,1.574631785,2.815836495,-0.808124892,2.384113118,1.607849366,1.599136558,2.306935992,2.941416622,0.728614576,2.720727707,2.20381594,2.230863822,2.882026322,2.866544066,2.215700166,2.871929199,2.649596099,2.710561404,3.260711322,2.596321269,3.551789451,2.827413461,2.914810663,3.005538705,3.417184234,2.149163469,4.645830154,2.59021417,2.981385697,3.09569351,1.922962956,3.643333351,5.75814814,7.693703722,2.783148154,4.700740746,6.725925931,4.754537042,5.698395071,-0.036980063,0.265432113,-0.185327645,-1.004596381,0.114226025,0.040052234,-0.594962013,-0.240367994,-0.308163971
2014,617194,559483,522627,509801,3.018666667,0.095351095,0.972193878,1.875975737,2.596444445,2.327866667,4.5525,0.110878605,3.023429952,3.996111111,3.616666667,2.296862745,0.102793879,1.315035768,1.937777778,1.721372549,0.094933333,-0.7542,-0.415722222,0.26172043,0.130107527,0.103333333,-0.676666667,-0.976666667,-1.273333334,-4.907028019,-12.24770508,-8.286247063,-9.694426101,-10.92721907,-9.348152567,-5.772067499,-12.14219692,-7.271549221,-9.926499731,-10.51864769,-9.273643048,-6.243750116,-11.20921811,-5.761307317,-9.482098808,-9.393247845,-8.56715008,-6.289931482,-9.512349609,-3.85844184,-8.391508521,-7.627713686,-7.276819993,-5.907464412,-7.167230201,-1.692629928,-6.729050796,-5.342363444,-5.490586648,-5.122413405,-4.3336759,0.588531917,-4.60801938,-2.692939961,-3.330178897,-3.988278389,-1.204788748,2.829586283,-2.172959058,0.140002929,-0.942824958,-2.582348792,2.006202766,4.877809021,0.410184833,2.963404851,1.508780944,-1.000436393,5.080474877,6.593617135,2.965375305,5.584855629,3.857565919,0.649654094,7.808521021,7.860081138,5.318480351,7.825707726,5.943464151,2.255471727,10.00442936,8.5908936,7.30913975,9.533250774,7.624325123,3.70758269,11.51855237,8.736250861,8.801693354,10.59111854,8.785600937,4.907028019,12.24770508,8.286247063,9.694426101,10.92721907,9.348152567,0.824444441,2.288148156,5.488518538,7.883703691,1.556296298,3.888333347,6.686111115,4.121203706,5.220123462,-1.135498579,-1.089753082,-0.454957247,-0.814596412,-1.112625831,-0.772355165,-0.634776829,-0.87370133,-0.78643558
2015,520799,568996.5,546588.3333,382173,3.1336,0.111271909,1.637066667,2.596444445,3.454311111,3.076133334,4.755,0.074631213,3.996111111,5.118055556,4.65375,2.370588235,0.135718367,1.937777778,2.671372549,2.33372549,1.323333333,0.709133333,-0.061688889,0.223010753,0.194408602,1.066666667,1.626666667,0.475,-0.108888889,-8.11132813,-9.912291689,-0.594583337,-9.285869581,-6.806388905,-7.148668046,-9.84968583,-10.86642302,-1.012805997,-10.5127753,-7.581884012,-8.176717275,-10.91680372,-11.08002558,-1.362007603,-11.02325276,-7.840686252,-8.647536735,-11.23995947,-10.5385427,-1.618390641,-10.78251375,-7.565158682,-8.529040857,-10.79713057,-9.27887556,-1.764483031,-9.806964258,-6.77407805,-7.82930494,-9.618495054,-7.386868381,-1.790328819,-8.163086354,-5.521355194,-6.596014829,-7.784374999,-4.991458329,-1.694166656,-5.962907606,-3.892361105,-4.913217208,-5.419762652,-2.255888641,-1.482549836,-3.356366558,-1.99810904,-2.895591954,-2.685802437,0.633416129,-1.169899694,-0.521094676,0.032310855,-0.680636894,0.231190776,3.479554638,-0.777522822,2.349688947,2.060528818,1.580702446,3.132428719,6.088567248,-0.332159054,5.060345151,3.948325147,3.734319527,5.820196822,8.282654062,0.135840805,7.426147196,5.567049643,5.633448903,8.11132813,9.912291689,0.594583337,9.285869581,6.806388905,7.148668046,1.705925921,2.868148155,6.165555583,8.781481443,2.287037038,4.516851869,7.473518513,4.880277776,5.93839506,-0.254017098,-0.509753083,0.222079798,0.08318134,-0.381885091,-0.143836643,0.152630569,-0.114627261,-0.068163982
2016,652150,586474.5,596714.3333,433469,4.210666667,0.110619624,3.018666667,3.454311111,3.372139522,3.672133334,6.046666667,0.113838879,5.118055556,4.788174603,5.400833334,3.346666667,0.12023051,2.671372549,2.685098039,2.858627451,-0.397833333,0.46275,0.340144444,0.215698925,0.124086022,0.263333333,0.77,1.198333334,0.573333333,-1.673046878,-2.887500002,2.550000005,-2.465081524,-1.075,-1.231864755,-2.269456174,-4.196493304,3.210558696,-3.52621952,-1.727475971,-1.869634712,-2.711205782,-5.219502522,3.652323118,-4.347051482,-2.262227309,-2.379992154,-2.968191196,-5.886811269,3.845187755,-4.87163907,-2.642811594,-2.728157064,-3.022899286,-6.152943557,3.776009202,-5.064232506,-2.843292637,-2.890402578,-2.871601785,-5.999762909,3.449501861,-4.911706866,-2.850007986,-2.855671933,-2.524609367,-5.437708334,2.887916669,-4.42445652,-2.6625,-2.626331965,-2.005568994,-4.505082922,2.129524728,-3.635686773,-2.293547039,-2.218011814,-1.349852408,-3.265443555,1.226009197,-2.599150982,-1.768292637,-1.658537823,-0.602145611,-1.803269605,0.238943165,-1.385487346,-1.122532015,-0.986037221,0.186596414,-0.218205812,-0.764406449,-0.077405037,-0.400272691,-0.246339811,0.962622202,1.381728347,-1.715663027,1.235952297,0.349264556,0.51014525,1.673046878,2.887500002,-2.550000005,2.465081524,1.075,1.231864755,2.447037062,4.107407402,6.728888883,10.10518512,3.277222232,5.418148142,8.417037001,5.847129617,6.980493802,0.487094043,0.729506164,0.785413097,1.406885018,0.608300103,0.757459631,1.096149058,0.85222458,0.97393476
